PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
4687;"Centro Deportivo Municipal Cerro Almodóvar";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla  De lunes a viernes: de 8:30 a 14 horas y de 14:30 a 20:30 horas.Sábados, domingos y festivos: cerrado  Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 61.600  metros cuadrados.  Unidades deportivas cubiertas: pabellón, piscina (vaso de 25 m y vaso de enseñanza), sala de halterofilia, 2 salas multiusos, sala de musculación y 2 pistas cubiertas de voley playa.  Unidades deportivas al aire libre: frontón corto, piscina (vaso de 46 metros, vaso de recreo y vaso infantil), 4 pistas de pádel cubiertas, pista polideportiva, pista de tenis, 2 tenis de mesa y 2 pistas de voley playa.   Ayudas técnicas para la accesibilidad:  1 grúa de piscina.  Columna de rescate cardíaco.   Acceso controlado.";"Renfe: Santa Eugenia (líneas C2, C7 y C8).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e96b0c40971c010VgnVCM1000000b205a0aRCRD";"CERRO DE ALMODOVAR";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28031";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448872";"4470296";"40.38168820146643";"-3.602327770076511";"913 314 047";"";"idmcalmodovar@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/TenisMesa"
4700;"Centro Deportivo Municipal Chamartín";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario taquilla   De lunes a viernes de 7 a 22:45 horas, sábados de 8 a 21 horas, domingos y festivos de 8 a 17 horas.   Cierre completo del centro    Días 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 6.172 metros cuadrados.  Unidades deportivas cubiertas:   piscina cubierta (vaso de 50 m), p   abellón, 4 s   alas multiusos y 3 s   alas de musculación.    Servicio de medicina deportiva:  fisioterapia deportiva y escuela de espalda.   Ayudas técnicas para la accesibilidad:  instalación adaptada, con 1 ascensor y 1 grúa de piscina.   Acceso controlado.";"Metro: Pío XII (línea 9).  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 12 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f8c79262ef5d010VgnVCM1000000b205a0aRCRD";"PIO XII";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28016";"5";"NUEVA ESPAÑA";"5";"CHAMARTIN";"442779";"4479368";"40.46113349830694";"-3.676208246061129";"91 359 33 39";"";"infochamartin@forus.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Pabellon"
4672;"Centro Deportivo Municipal Concepción";"";"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 8:30 a 14:30 y de 14:45 a 20:30 horas. Sábados, domingos: de 8:30 a 14 horas. Festivos cerrada en temporada de invierno (de septiembre al 14 de mayo).    Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie  total de las instalaciones: 36.277 metros cuadrados.   Unidades deportivas cubiertas: pabellón polideportivo, piscina cubierta (vaso de 25 metros) y sala de musculación.  Unidades deportivas al aire libre: campo de fútbol 11 césped artificial, 2 frontones cortos, piscina aire libre (vaso de 25 metros y vaso infantil), pista de atletismo, 2 pistas de pádel, pista de patinaje, 2 pistas polideportivas, 4 pistas de tenis y 3 tenis de mesa.  Oficina de Promoción Deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Servicio de Medicina deportiva:acondicionamiento cardio-vascular y reconocimiento médico.  Ayudas técnicas para la accesibilidad: 1 ascensor, 1 montacargas, 2 plataformas y 2 grúas de piscina.  Columna de rescate cardíaco.   Acceso controlado.";"Metro: Barrio de la Concepción (línea 7), Pueblo Nuevo (líneas 5 y 7), Quintana (línea 5).  Bicicleta: el centro dispone de aparca bicicletas,    exterior con capacidad para 11 bicicletas.  interior con capacidad para 6 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5bc79262ef5d010VgnVCM1000000b205a0aRCRD";"JOSE DEL HIERRO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28027";"4";"CONCEPCION";"15";"CIUDAD LINEAL";"445003";"4476493";"40.43725652047252";"-3.6484498132292025";"914 039 020                                                                                     
914 039 021
914 058 719";"";"idmconcepcion@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/TenisMesa"
12724992;"Centro Deportivo Municipal Cuatro Caminos";"";"Horario de uso de las instalaciones deportivas   De lunes a viernes, de 7 a 23 horas; sábados, domingos y festivos, de 7 a 24 horas.   Horario taquilla    De lunes a viernes, de 7 a 23 horas; sábados, domingos y festivos, de 7 a 24 horas.    Cierre completo del centro    Días 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas    Pre-infantiles (0 a 3 años) y de (3 a 5 años): matronatación, natación peques.  Infantiles (de 6 a 14 años): natación, calistenia y baile K-Pop. Polideportiva (Family gym, Gym Kid y Play Kid)  Jóvenes y personas adultas:  (De 15 a 26 años): aeróbic (zumba, dance), ciclo sala, fitness (body combat) tonificación (body pump), gimnasia suave (body balance, Pilates, Yoga, fuerza general (Total Training), gimnasia acuática (aquafit) y Escuelas deportivas natación. Actividades de sala (Bootcamp Ceremony, Calistenia, CrossTraining, Fuerza+HBX, Myrox, Pilates Club, Pilates Implementos, Pilates Reformer, Yoga Club, Yoga Vinyasa).       (De 21 a 64 años): aeróbic (zumba, dance), ciclo sala, fitness (body combat) tonificación (body pump), gimnasia suave (body balance, Pilates, Yoga, fuerza general (Total Training), gimnasia acuática (aquafit) y Escuelas deportivas natación. Actividades de sala (Bootcamp Ceremony, Calistenia, CrossTraining, Fuerza+HBX, Myrox, Pilates Club, Pilates Implementos, Pilates Reformer, Yoga Club, Yoga Vinyasa).    Mayores de 65 años: acondicionamiento físico (Gimnasia activa, movilidad activa) y gimnasia acuática (aquagym y aquapilates), escuela de natación.  Actividades para personas con discapacidad: natación.   Equipamientos    Superficie total de las instalaciones: 9.200 metros cuadrados.  Unidades deportivas cubiertas:   piscina cubierta (vaso de 25 m y vaso de enseñanza), s   ala ciclo, 6 s   alas multiusos y s   ala de musculación.    Otros equipamientos:  zona de fisioterapia.    Ayudas técnicas para la accesibilidad:  ascensor y grúa móvil piscina.   Acceso controlado.";"Metro: Cuatro Caminos (líneas 1, 2 y 6), Guzmán el Bueno (líneas 6 y 7), Islas Filipinas (línea 7), Alvarado (línea 1) Canal (líneas 2 y 7).  Bicicleta:   Servicio Bicimad: Estación 132 de calle Santa Engracia 168 y estación 204 de calle Doctor Santero 1.para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"2,4";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5184a4ba934a5910VgnVCM1000001d4a900aRCRD";"BRAVO MURILLO";"CALLE";"V";"107";"";"";"";"INTERIOR PARCELA";"MADRID";"MADRID";"28020";"1";"BELLAS VISTAS";"6";"TETUAN";"440298";"4477714";"40.44793969377676";"-3.7040303744815635";"91 117 71 07";"";"info@sportrade.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/SalaCiclo"
134059;"Centro Deportivo Municipal Daoíz y Velarde 1";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes de 9 a 20:30 horas. Sábados, domingos y festivos de 9 a 14:30 horas.   Cierre completo del centro     Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 9.496 metros cuadrados.  Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza), fisio, pabellón, sala ciclo, 2 salas multiusos y sala musculación.  Unidades deportivas al aire libre: pista de padel.  Oficina de promoción deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Servicio de Medicina Deportiva: acondicionamiento cardiovascular, fisioterapia deportiva, reconocimientos médicos deportivos y servicio de fisioterapia.  Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  C olumna de rescate cardíaco.   Acceso controlado.";"Metro: Pacífico (líneas 1 y 6), Menéndez Pelayo (línea 1).  Renfe: Méndez Alvaro, Atocha (todas las líneas de cercanías).  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=380d5f463b81c010VgnVCM1000000b205a0aRCRD";"DAOÍZ Y VELARDE";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442528";"4472638";"40.40236990974131";"-3.6772808932293217";"914 338 950                                                                                  
914 338 770";"";"idmdvelarde@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/SalaCiclo"
140197;"Centro Deportivo Municipal El Espinillo";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla:   Lunes a Viernes de 8:45 a 20:30 horas. Sábados y domingos de 8:45 a 14 horas. Festivos cerrado.   Cierre completo del centro:   Mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 11.350 metros cuadrados.  Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza) y 2 salas multiusos.  Unidades deportivas al aire libre: Cubo Gym.  Oficina de promoción deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Servicio deportivo sanitario: enfermería deportiva.  Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Acceso controlado.";"Metro: Villaverde Bajo Cruce (línea 3).  Renfe: Villaverde Bajo (líneas C3 y C4).  Bicicleta: el centro dispone de aparca bicicletas interior con capacidad para 4 bicicletas.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9cdc79262ef5d010VgnVCM1000000b205a0aRCRD";"VILLAVERDE A VALLECAS";"CARRETERA";"V";"19";"";"";"";"";"MADRID";"MADRID";"28041";"4";"LOS ROSALES";"17";"VILLAVERDE";"441698";"4467536";"40.35634193991933";"-3.686595141820635";"913 603 265";"";"idmespinillo@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CuboGym"
4676;"Centro Deportivo Municipal Entrevías";"";"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8:30 a 14:30 y de 14:45 a 20:30 horas.  Sabádos, domingos y festivos: de 8:30 a 14:30 horas.     Cierre completo del centro      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 41.800 metros cuadrados.  Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza), pabellón, 2 salas multiusos y sala de musculación.  Unidades deportivas al aire libre: campo de fútbol 11 césped artificial, 2 pistas de pádel, pista polideportiva cubierta, rocódromo, 2 pistas de tenis y CuboGym.  Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayuda técnica para la accesibilidad:  1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Acceso controlado.";"Renfe: Asamblea de Madrid - Entrevías (líneas C2, C7 y C8).  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e57b0c40971c010VgnVCM1000000b205a0aRCRD";"SUR";"RONDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"442741";"4469977";"40.378413212706285";"-3.674532317137481";"917 854 214";"";"idmentrevias@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
6486044;"Centro Deportivo Municipal Escuelas de San Antón";"";"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 7 a 22:30 horas. Sábados, de 8 a 20:30 horas. Domingos y festivos, de 9 a 18:30 horas.   Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones:   Planta tercera: 971,29 metros cuadrados. Planta cuarta: 976,21 metros cuadrados. Entreplanta cuarta: 291,28 metros cuadrados.    Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza), sala multiusos, sala de musculación, sauna y spa.  Solárium.   Ayudas técnicas para la accesibilidad:  1 ascensor y 1 grúa de piscina.    Columna de rescate cardíaco.    Acceso controlado.";"Metro: Chueca y Tribunal (líneas 1, 5 y 10).  Bicicleta:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9aad5078828310VgnVCM1000000b205a0aRCRD";"FARMACIA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440704";"4475035";"40.42382670120857";"-3.699010103263697";"918 289 006";"";"info@cdmescuelassananton.com";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Sauna"
4622862;"Centro Deportivo Municipal Fabián Roncero";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, le rogamos lo consulten con el propio centro.    Horario de taquilla   De lunes a viernes: de 7 a 23 horas. Sábados: de 9 a 20 horas. Domingos y festivos: de 9 a 15 horas.   Cierre completo del centro    Días 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.     Equipamientos      Superficie total de las instalaciones:   4.400 metros cuadrados.     Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza), 2 salas multiusos y sala de musculación.  Unidades deportivas al aire libre: circuito de entrenamiento (cross training) 14m x 9m (126 m2).  Columna de rescate cardíaco.     Acceso controlado.";"Metro: Canillejas (línea 5).  Bicicleta:   El centro dispone de aparcabicicletas exterior con capacidad para 25 bicicletas. Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=887e306502624110VgnVCM1000000b205a0aRCRD";"SEPTIMA";"AVENIDA";"V";"68";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449327";"4477838";"40.44965684114441";"-3.597577201182505";"917 462 995";"";"recepcionfr@thinkingup.fitness";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/SalaMusculacion"
120275;"Centro Deportivo Municipal Faustina Valladolid";"";"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20:30 horas. Festivos:  Lunes a viernes, cerrado. Sábados y domingos, de 9 a 20:30 horas.     Cierre completo del centro   Festivos, y fines de semana del mes agosto, y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 47.000 metros cuadrados.  Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza), pabellón, sala de artes marciales, sala multiusos, sala de armas y sala de musculación.   Unidades deportivas al aire libre: campo de fútbol 11 césped artificial, 2 campos de fútbol 7 césped artificial, 10 pistas de pádel, 2 pistas polideportivas (tenis y pickleball) y 7 pistas de tenis.  Ayuda técnica para la accesibilidad: 1 ascensor y 2 grúas de piscina.  Columna de rescate cardíaco.   Acceso controlado.";"Metro: Valdebernardo (línea 9).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .";"";"1,5,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64f79262ef5d010VgnVCM1000000b205a0aRCRD";"LADERA DE LOS ALMENDROS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"447145";"4472806";"40.40418961057298";"-3.622901144863193";"917 723 591";"";"idmvaldebernardo@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4703;"Centro Deportivo Municipal Fernando Martín";"";"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes, de 8:30 a 20:30 horas.Sábados, domingos y festivos (primeros y últimos de mes), de 8:30 a 14:30 horas.  Cierre completo del Centro:  El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 11.200 metros cuadrados.  Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m), pabellón, sala multiusos y sala de musculación.  Unidades deportivas al aire libre:    4 pistas de pádel y 2 p     istas de tenis.           Oficina de promoción deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera información sobre escuelas de promoción deportiva.  Columna de rescate cardíaco.   Acceso controlado.";"Metro: Francos Rodríguez (línea 7).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD";"SANTO ANGEL DE LA GUARDA";"AVENIDA";"V";"6";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439619";"4479162";"40.460935404623164";"-3.7121918299288628";"914 507 344 - 914 505 530";"";"idmfmartin@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton"
4623547;"Centro Deportivo Municipal Francisco Fernández Ochoa";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de la distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes: de 8 a 21 horas. Sábados, domingos y festivos: de 8 a 20 horas.   Cierre completo del centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.  La piscina permanecerá cerrada del 1 al 31 de agosto.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.   Equipamientos    Superficie total de las instalaciones: 7.706,41 metros cuadrados  Unidades deportivas cubiertas: piscina cubierta (vaso de 50 m, y vaso de enseñanza), pabellón, 3 salas multiusos, sala de musculación y spa.  Unidades deportivas al aire libre: 2 campos de fútbol 7 césped artificial, 8 pistas de pádel, pista de patinaje cubierta, 6 pistas de tenis, 2 tenis mesa y CuboGym.  Ayudas técnicas para la accesibilidad: 2 ascensores y 2 grúas de piscina.  Servicio de Medicina Deportiva: fisioterapia del deporte.  Acceso controlado.";"Metro: La Peseta , San Francisco (línea 11).  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.";"Consulta listado de actividades:   Presencialmente: en el centro deportivo municipal  donde se desarrolla la actividad que se solicita, y dentro de los plazos establecidos.  En linea:  a través de Deportes/web y descargándote la app Avisos Madrid, a través de uno de los siguientes enlaces.  Para Android, a traves de Google Play  Para iOs, a través de Apple Store";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD";"CATORCE OLIVAS";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"437097";"4468625";"40.36581776978113";"-3.740893980533789";"915 883 623 
915 883 731";"";"idmffochoa@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/TenisMesa"
50257984;"Centro Deportivo Municipal Fúcar";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.";"Equipamientos    Superficie total de las instalaciones:  7.190 metros cuadrados.  Unidades deportivas cubiertas: piscina cubierta (vaso de 25 m y vaso de enseñanza), pabellón y 2 salas multiusos.   Acceso controlado.";"Metro: Antón Martín (línea 1).  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db853cfd927fc910VgnVCM200000f921e388RCRD";"FUCAR";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"440974";"4473708";"40.41190656538047";"-3.6956829307125605";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Pabellon"
4623697;"Centro Deportivo Municipal Fuente del Berro";"";"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla     De lunes a domingo, de 9 a 14 y de 17 a 21 horas.    Cierre completo del centro    Días 24, 25 de diciembre, 31 y 1 de enero y 1 de mayo.";"Clases y escuelas deportivas   Estas son las modalidades deportivas que se ofrecen en los Centros Deportivos Municipales. Dichas modalidades pueden sufrir modificaciones a lo largo del curso. Le rogamos que consulte con su Centro Deportivo Municipal para confirmar si se ha producido algún cambio.     Equipamientos      Superficie total de las instalaciones: 2.845,79 metros cuadrados.  Unidades deportivas cubiertas: piscina (vaso de 25 metros), sala multiusos y sala de musculación.  Solarium.      Accesibilidad:  1 ascensor y 1 grúa de piscina.          Columna de rescate cardíaco.          Acceso controlado.";"Metro: O'Donnell (línea 6).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4a2318c05b24110VgnVCM1000000b205a0aRCRD";"ELVIRA";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28028";"3";"FUENTE DEL BERRO";"4";"SALAMANCA";"443566";"4474779";"40.42171956854877";"-3.6652515154670167";"915 881 369";"";"idmfuentedelberro@madrid.es";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/SalaMusculacion"
