PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
12009978;"Instalación Deportiva Municipal Básica Acuario";"";"";"Circuito de vida Pista de patinaje  Acceso libre.";"Metro: El Capricho (línea 5).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30c5d9606508810VgnVCM1000001d4a900aRCRD";"TROPICO";"CALLE";"V";"10";"";"";"";"C/V CALLE ACUARIO, 27";"MADRID";"MADRID";"28042";"3";"CASCO H.BARAJAS";"21";"BARAJAS";"450824";"4480533";"40.47402643691105";"-3.5801328372492223";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoVida"
4547664;"Instalación Deportiva Municipal Básica Ademo (Arroyo Fontarrón)";"";"";"Pista de fútbol sala  Acceso libre.";"Metro: Pavones (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d0c9ba6f391110VgnVCM2000000c205a0aRCRD";"ARROYO FONTARRON";"CALLE";"V";"389";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"445973";"4471845";"40.39546213876536";"-3.6366182195462367";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4554452;"Instalación Deportiva Municipal Básica Alameda de Osuna I";"";"";"2 pistas de baloncesto  Acceso libre.";"Metro: El Capricho (línea 5).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3560735dead1110VgnVCM1000000b205a0aRCRD";"BALANDRO";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28042";"1";"ALAMEDA DE OSUNA";"21";"BARAJAS";"449924";"4478011";"40.451251451000815";"-3.5905626839548366";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
12009559;"Instalación Deportiva Municipal Básica Alameda de Osuna II";"";"";"Pista de fútbol sala Pista de parkour  Acceso libre.";"Metro: El Capricho (línea 5).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f599f50bc408810VgnVCM1000001d4a900aRCRD";"ALAMEDA DE OSUNA";"PASEO";"V";"26";"";"";"";"";"MADRID";"MADRID";"28042";"1";"ALAMEDA DE OSUNA";"21";"BARAJAS";"449096";"4478349";"40.45425391757006";"-3.600336224968592";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4555959;"Instalación Deportiva Municipal Básica Alas";"";"";"Pista de baloncesto 3 pistas de bolos y petanca Pista de fútbol sala  Acceso libre.";"Metro: Barajas (línea 8).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67d5c51350e1110VgnVCM1000000b205a0aRCRD";"ALAS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28042";"4";"TIMON";"21";"BARAJAS";"450428";"4480316";"40.472046513237736";"-3.5847993053542355";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4557041;"Instalación Deportiva Municipal Básica Albaicín";"";"";"Pista de fútbol sala Pista de patinaje  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e518d498a5e1110VgnVCM1000000b205a0aRCRD";"ALBAICIN";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28041";"2";"ORCASUR";"12";"USERA";"440384";"4468880";"40.36836562084534";"-3.7021875351971816";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4557439;"Instalación Deportiva Municipal Básica Albaida";"";"";"Pista de patinaje  Acceso libre.";"Metro: Simancas (línea 7), San Blas (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=040cbad143ae1110VgnVCM1000000b205a0aRCRD";"ALBAIDA";"CALLE";"V";"3";"";"";"";"PARQUE SAN BLAS";"MADRID";"MADRID";"28037";"2";"HELLIN";"20";"SAN BLAS-CANILLEJAS";"447392";"4475869";"40.43180082860601";"-3.620229552717278";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4557476;"Instalación Deportiva Municipal Básica Alerce";"";"";"Pista polideportiva  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42ae586285ae1110VgnVCM1000000b205a0aRCRD";"ALERCE";"CALLE";"V";"31";"";"";"";"JUNTO M-40";"MADRID";"MADRID";"28041";"2";"ORCASUR";"12";"USERA";"440955";"4468510";"40.365063948772985";"-3.695446430865286";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4527220;"Instalación Deportiva Municipal Básica Alfonso XIII";"";"";"2 pistas de baloncesto 2 pistas de bolos y petanca Pista de patinaje  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea63124827ee0110VgnVCM1000000b205a0aRCRD";"ALFONSO XIII";"AVENIDA";"V";"136";"";"";"";"";"MADRID";"MADRID";"28016";"5";"NUEVA ESPAÑA";"5";"CHAMARTIN";"443267";"4479019";"40.45991170957251";"-3.6691352169675935";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4556014;"Instalación Deportiva Municipal Básica Alhaurín";"";"";"Pista de baloncesto 3 pistas de bolos y petanca Campo fútbol 7 de tierra Pista de patinaje  Acceso libre.";"Metro: Barajas (línea 8).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acda62a9470e1110VgnVCM1000000b205a0aRCRD";"ALHAURIN";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28042";"4";"TIMON";"21";"BARAJAS";"450357";"4480479";"40.47351067334567";"-3.585649589064375";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4542702;"Instalación Deportiva Municipal Básica Alicún";"";"";"Pista de baloncesto.  Acceso libre.";"Metro: Manoteras (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c4d7e93dee61110VgnVCM1000000b205a0aRCRD";"ALICUN";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"443944";"4481187";"40.47947157886463";"-3.6613616462578946";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4542003;"Instalación Deportiva Municipal Básica Aliseda";"";"";"Superficie: 700 metros cuadrados  Equipamientos: pista de fútbol sala  Acceso libre.";"Metro: San Francisco (línea 11).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5e92f9841a61110VgnVCM1000000b205a0aRCRD";"ALISEDA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28025";"5";"PUERTA BONITA";"11";"CARABANCHEL";"437074";"4469890";"40.376222713974876";"-3.7418390163393913";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4548436;"Instalación Deportiva Municipal Básica Almudena";"";"";"Campo de fútbol césped artificial Pista polideportiva  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6ed945136891110VgnVCM1000000b205a0aRCRD";"NICOLAS SALMERON";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446553";"4474480";"40.419236307197934";"-3.6300020280201513";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4542543;"Instalación Deportiva Municipal Básica Alonso Ezquerra Matamoros (San Martín de Porres)";"";"";"Campo de fútbol 11 césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=417aa1c3a9e61110VgnVCM1000000b205a0aRCRD";"ARROYO VALDECELADA";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28019";"3";"SAN ISIDRO";"11";"CARABANCHEL";"437806";"4472221";"40.3982773382939";"-3.7328793680852774";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
6344681;"Instalación Deportiva Municipal Básica Alto del Retiro";"";"";"Pista baloncesto Pista calistenia Pista polideportiva   Acceso libre.";"Metro: Las Suertes (línea 1).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a7c2150461f5310VgnVCM1000000b205a0aRCRD";"ALTO DEL RETIRO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"450120";"4468596";"40.368540424916404";"-3.591695083849996";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
4556653;"Instalación Deportiva Municipal Básica Ambulatorio - El Paraíso";"";"";"2 pistas de baloncesto Pista de fútbol sala 5 pistas de petanca Skate park  Acceso libre.";"Metro: Simancas (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0822414d35e1110VgnVCM1000000b205a0aRCRD";"AJOFRIN";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28037";"3";"AMPOSTA";"20";"SAN BLAS-CANILLEJAS";"446962";"4475166";"40.42544195258699";"-3.625234065727199";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
5695851;"Instalación Deportiva Municipal Básica Americio";"";"";"Pista de mini baloncesto 2 pistas de bolos y petanca  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=061c880b0aab8210VgnVCM2000000c205a0aRCRD";"AMERICIO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442094";"4467591";"40.35687929183769";"-3.681931321506636";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
6310149;"Instalación Deportiva Municipal Básica Ana Tutor";"";"";"Pista de patinaje  Acceso libre.";"Metro: Avenida de la Ilustración (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bce62b6315d35310VgnVCM2000000c205a0aRCRD";"CARDENAL HERRERA ORIA";"AVENIDA";"V";"216";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441817";"4482467";"40.49087287315406";"-3.6865580970863947";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4584548;"Instalación Deportiva Municipal Básica Andévalo";"";"";"Pista de fútbol sala  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8c6ed32dd2c2110VgnVCM1000000b205a0aRCRD";"ANDEVALO";"CALLE";"V";"6";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443273";"4469528";"40.374404666864585";"-3.668237382541929";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4547544;"Instalación Deportiva Municipal Básica Anfevi";"";"";"Pista polideportiva  Acceso libre.";"Metro: Artilleros (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3efff1c446391110VgnVCM2000000c205a0aRCRD";"HACIENDA DE PAVONES";"CALLE";"V";"119";"";"";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445639";"4472648";"40.402673120888494";"-3.6406115727832327";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50262868;"Instalación Deportiva Municipal Básica Anfevi Pista de Patinaje";"";"";"Pista de hockey patines Pista de patinaje  Acceso libre.";"Metro: Artilleros (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d26f392b3a1d910VgnVCM200000f921e388RCRD";"HACIENDA DE PAVONES";"CALLE";"V";"119";"";"";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445639";"4472648";"40.402673120888494";"-3.6406115727832327";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4527275;"Instalación Deportiva Municipal Básica Aniceto Marinas";"";"";"Pista de baloncesto  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20f7c57598ee0110VgnVCM1000000b205a0aRCRD";"ANICETO MARINAS";"CALLE";"V";"106";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"437775";"4475878";"40.43121588404326";"-3.7336179867525616";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4548451;"Instalación Deportiva Municipal Básica Antonio Pirala";"";"";"Pista de baloncesto 3x3  Pista de fútbol sala  Acceso libre.";"Metro: Ventas (línea 2 y 5), El Carmen (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70b945dbd6891110VgnVCM1000000b205a0aRCRD";"ANTONIO PIRALA";"CALLE";"V";"6";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444053";"4475579";"40.42897434131819";"-3.659567913327571";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4557447;"Instalación Deportiva Municipal Básica Arcaute";"";"";"Pista polideportiva  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59b6957e54ae1110VgnVCM1000000b205a0aRCRD";"INVIERNO";"AVENIDA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"451093";"4477158";"40.443627672731296";"-3.576711464888384";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaPolideportiva"
4556739;"Instalación Deportiva Municipal Básica Arcos de Jalón";"";"";"2 pistas de baloncesto Pista polideportiva Pista de patinaje Pista de voleibol  Acceso libre.";"Metro: San Blas (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=352e8c86d45e1110VgnVCM1000000b205a0aRCRD";"ARCOS DE JALON";"CALLE";"V";"114";"";"";"";"CALLE ALBERICIA";"MADRID";"MADRID";"28037";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"447752";"4475031";"40.4242765757125";"-3.615912638187472";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4670017;"Instalación Deportiva Municipal Básica Arequipa";"";"";"2 pistas de bolos y petanca  Acceso libre.";"Metro: Mar de Cristal (líneas 4 y 8).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88e2d141f97c5110VgnVCM1000000b205a0aRCRD";"AREQUIPA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445828";"4479998";"40.468885518432465";"-3.6390339556431943";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4543757;"Instalación Deportiva Municipal Básica Arganda";"";"";"Pista de fútbol sala  Acceso libre.";"Metro: Pirámides (línea 5).  Renfe: Pirámides (línea C1 y C10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cd10cd0d5471110VgnVCM1000000b205a0aRCRD";"ARGANDA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"439828";"4472341";"40.39950851794598";"-3.709068182344469";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4580352;"Instalación Deportiva Municipal Básica Arjona";"";"";"Campo de fútbol 11 de césped artificial  Acceso controlado.";"Metro: Laguna (línea 6).  Renfe: Laguna (línea C5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01aef0716c2b2110VgnVCM1000000b205a0aRCRD";"CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28047";"1";"LOS CARMENES";"10";"LATINA";"437938";"4472727";"40.39974800021164";"-3.7500470206105767";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
6349189;"Instalación Deportiva Municipal Básica Arroyo Belincoso (Las Pilillas)";"";"";"Pista polideportiva  Acceso libre.";"Metro: Pavones, Vinateros (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e812bcfa0b606310VgnVCM1000000b205a0aRCRD";"DOCTOR GARCIA TAPIA";"AVENIDA";"V";"76";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"444743";"4473697";"40.41206030334087";"-3.6512840783264453";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4643501;"Instalación Deportiva Municipal Básica Arroyo de Opañel";"";"";"Pista polideportiva  Acceso controlado.";"Metro: Plaza Elíptica (líneas 6 y 11).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d06f941b73305110VgnVCM1000000b205a0aRCRD";"ARROYO OPAÑEL";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"439073";"4471106";"40.388326493991535";"-3.7178371121122527";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50327537;"Instalación Deportiva Municipal Básica Arroyo de Valdebebas";"";"";"Porterias y canastas en tierra  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c076bfe7878e910VgnVCM100000891ecb1aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"";"";"40.501111347445715";"-3.623689003894757";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
50334482;"Instalación Deportiva Municipal Básica Arroyo de Valdebebas Calistenia I";"";"";"Parque de calistenia  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff80383c830be910VgnVCM200000f921e388RCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"";"";"40.50061180569657";"-3.6216739482847444";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
50334513;"Instalación Deportiva Municipal Básica Arroyo de Valdebebas Calistenia II";"";"";"Parque de calistenia  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b849172e150be910VgnVCM200000f921e388RCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"";"";"40.50061180569657";"-3.6216739482847444";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
50334712;"Instalación Deportiva Municipal Básica Arroyo de Valdebebas Calistenia III";"";"";"Parque de calistenia  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a50e355bf80be910VgnVCM200000f921e388RCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"";"";"40.50037986210167";"-3.6041521712988938";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
4547279;"Instalación Deportiva Municipal Básica Arturo Ruiz";"";"";"Pista de baloncesto cubierta 3 pistas de baloncesto 3x3 Campo de fútbol 11 de césped artificial Pista de fútbol sala de césped artificial  Acceso controlado.";"Metro: Avenida de la Ilustración, Peñagrande (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b1898d6f7291110VgnVCM2000000c205a0aRCRD";"SANTIAGO DE COMPOSTELA";"CALLE";"V";"104";"";"";"";"c/v ISLA DE TABARCA";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"438898";"4480931";"40.476809546000716";"-3.7208537072021843";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4560369;"Instalación Deportiva Municipal Básica Aster - Lirios";"";"";"Pista de fútbol sala  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=844fcc390c802110VgnVCM1000000b205a0aRCRD";"ALFONSO XIII";"AVENIDA";"V";"126";"";"POSTERIOR";"";"";"MADRID";"MADRID";"28016";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"443432";"4478852";"40.4584136629216";"-3.667177015228611";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
5716920;"Instalación Deportiva Municipal Básica Auditorio de Chamartín";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Cruz del Rayo (línea 9).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f969f99d08129210VgnVCM1000000b205a0aRCRD";"JOAQUIN RODRIGO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28002";"";"CIUDAD JARDÍN";"";"CHAMARTIN";"442574";"4477426";"40.44549718316204";"-3.677183546596661";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4547666;"Instalación Deportiva Municipal Básica Auditorio de Moratalaz";"";"";"Pista de fútbol sala 2 tenis de mesa  Acceso libre.";"Metro: Pavones (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f36c9ba6f391110VgnVCM2000000c205a0aRCRD";"HACIENDA DE PAVONES";"CALLE";"V";"209";"";"";"";"";"MADRID";"MADRID";"28030";"6";"VINATEROS";"14";"MORATALAZ";"445938";"4472508";"40.40142760716397";"-3.6370875655785446";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
12035418;"Instalación Deportiva Municipal Básica Avenida General Perón";"";"";"Parque de calistenia  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=886ffb355b3b8810VgnVCM2000001f4a900aRCRD";"GENERAL PERON";"AVENIDA";"V";"7";"";"";"";"Y 21";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"440828";"4478289";"40.45315705633716";"-3.6978373156105904";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
4548594;"Instalación Deportiva Municipal Básica Avenida de Brasil";"";"";"Pista de fútbol sala  Acceso libre.";"Metro: Cuzco (línea 10).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=55851b40e9891110VgnVCM2000000c205a0aRCRD";"BRASIL";"AVENIDA";"V";"19";"";"";"";"PARQUE AVENIDA DE BRASIL (SOBRE PARKING)";"MADRID";"MADRID";"28020";"3";"CASTILLEJOS";"6";"TETUAN";"441188";"4478749";"40.45732746079714";"-3.693648871749584";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
